starvation_correct,trial_correct,i3S,coral_cam,Kilo_cam,Exp_n,Cage,date_cuno_in,time_cuno_in,ray1,ray2,cuno_size,cuno_location_found,grid,cuno_depth,color,tag_n,used,days_starved,date_coral_in,time_coral_in,date_finish,time_finish,trial_length,combo_specific_spp,combo_general_spp,coral_n,coral_spp_PISFC,coral_spp_general,cage_side,growth_form_1,max_d_1,ortho_d_1,height_1,p_alive_start_1,symbionts_1,p_alive_end_1,p_consumed_1,ranking_coral,rank_n,ate,N_eaten,consumed_FIRST,consumed_SECOND,not_consumed_1,not_consumed_2,order determined with video?,evidence from video,number of videos spent eating,date/time start eating,coral.visited.first,visited.coral.ate.first,comments
Y,Y,Y,N,N,1,C077,10/1/2020,1:00:00 PM,12.5,13,17,Split,N/A,25,yellow/brown,N066,N,7,10/8/2020,10:09:00 AM,10/15/2020,9:57:00 AM,7,PMEA_PLOB,PMEA_PLOB,1,PLOB,PORM,NORTH,MD,11,9.5,3.5,50,0,50,0,NOT_EATEN,0,NO,one,PMEA,,PLOB,,no video.ate one,N/A,N/A,N/A,,,"ate whole PMEA by 10/13, (probably meandrina and lobata)"
Y,Y,Y,N,N,1,C077,10/1/2020,1:00:00 PM,12.5,13,17,Split,N/A,25,yellow/brown,N066,N,7,10/8/2020,10:09:00 AM,10/15/2020,9:57:00 AM,7,PMEA_PLOB,PMEA_PLOB,2,PMEA,POSP,SOUTH,BR,12.5,9,7.5,60,0,0,1,FIRST,2,YES,one,PMEA,,PLOB,,no video.ate one,N/A,N/A,N/A,,,"ate whole PMEA by 10/13, (probably meandrina and lobata)"
Y,Y,Y,N,N,2,C078,10/1/2020,1:00:00 PM,11.4,11.6,17,Split,N/A,28,green/blue,N064,N,7,10/8/2020,10:29:00 AM,10/15/2020,10:05:00 AM,7,PMEA_PLOB,PMEA_PLOB,1,PLOB,PORM,NORTH,MD,6,5.3,8,100,0,100,0,NOT_EATEN,0,NO,one,PMEA,,PLOB,,no video.ate one,N/A,N/A,N/A,,,"ate whole PMEA by 10/13, (probably meandrina and lobata)"
Y,Y,Y,N,N,2,C078,10/1/2020,1:00:00 PM,11.4,11.6,17,Split,N/A,28,green/blue,N064,N,7,10/8/2020,10:29:00 AM,10/15/2020,10:05:00 AM,7,PMEA_PLOB,PMEA_PLOB,2,PMEA,POSP,SOUTH,BR,6.5,4.5,4.5,90,0,10,0.89,FIRST,2,YES,one,PMEA,,PLOB,,no video.ate one,N/A,N/A,N/A,,,"ate whole PMEA by 10/13, (probably meandrina and lobata)"
Y,Y,Y,N,N,4,C080,10/1/2020,1:00:00 PM,11,10.5,17.5,Stump,N/A,20,dark blue,N027,N027,7,10/8/2020,1:00:00 PM,10/15/2020,10:22:00 AM,7,PMEA_PLOB,PMEA_PLOB,1,PLOB,PORM,NORTH,MD,12.5,8.5,8,80,0,80,0,NOT_EATEN,0,NO,one,PMEA,,PLOB,,no video.ate one,N/A,N/A,N/A,,,"PLOB had some spotitng, (probably meandrina and lobata)"
Y,Y,Y,N,N,4,C080,10/1/2020,1:00:00 PM,11,10.5,17.5,Stump,N/A,20,dark blue,N027,N027,7,10/8/2020,1:00:00 PM,10/15/2020,10:22:00 AM,7,PMEA_PLOB,PMEA_PLOB,2,PMEA,POSP,SOUTH,BR,14.5,10,8.5,85,0,60,0.29,FIRST,2,YES,one,PMEA,,PLOB,,no video.ate one,N/A,N/A,N/A,,,"PLOB had some spotitng, (probably meandrina and lobata)"
Y,Y,Y,N,N,5,C081,10/1/2020,,12.5,12.1,20,Split,N/A,22,green,N067,N,7,10/8/2020,1:18:00 PM,10/15/2020,10:31:00 AM,7,PMEA_PLOB,PMEA_PLOB,1,PLOB,PORM,SOUTH,MD,5.6,4,3.9,100,0,100,0,NOT_EATEN,0,NO,one,PMEA,,PLOB,,no video.ate one,N/A,N/A,N/A,,,"PMEA in this cage very pale, ate some PMEA by 10/13, (probably meandrina and lobata)"
Y,Y,Y,N,N,5,C081,10/1/2020,1:00:00 PM,12.5,12.1,20,Split,N/A,22,green,N067,N,7,10/8/2020,1:18:00 PM,10/15/2020,10:31:00 AM,7,PMEA_PLOB,PMEA_PLOB,2,PMEA,POSP,NORTH,BR,5,3,6.5,95,0,0,1,FIRST,2,YES,one,PMEA,,PLOB,,no video.ate one,N/A,N/A,N/A,,,"PMEA in this cage very pale, ate some PMEA by 10/13, (probably meandrina and lobata)"
N,Y,Y,N,N,6,C077,10/13/2020,2:30:00 PM,9.5,9.5,16,Stump,N/A,19,green,N045,N045,9,10/22/2020,9:54:00 AM,10/29/2020,10:48:00 AM,7,PMEA_PLOB,PMEA_PLOB,1,PLOB,PORM,SOUTH,MD,12,9,9,60,0,60,0,NOT_EATEN,0,NO,one,PMEA,,PLOB,,no video.ate one,N/A,N/A,N/A,,,"PLOB pale starting. Only ate POC, complete mortality"
N,Y,Y,N,N,6,C077,10/13/2020,2:30:00 PM,9.5,9.5,16,Stump,N/A,19,green,N045,N045,9,10/22/2020,9:54:00 AM,10/29/2020,10:48:00 AM,7,PMEA_PLOB,PMEA_PLOB,2,PMEA,POSP,NORTH,BR,12.5,5,15,80,0,0,1,FIRST,2,YES,one,PMEA,,PLOB,,no video.ate one,N/A,N/A,N/A,,,"PLOB pale starting. Only ate POC, complete mortality"
Y,Y,Y,N,N,7,C078,10/15/2020,12:45:00 PM,12,12.5,22,East of Anchor,N/A,35,dark blue,N044,N044,7,10/22/2020,10:05:00 AM,10/29/2020,10:53:00 AM,7,PMEA_PLOB,PMEA_PLOB,1,PLOB,PORM,NORTH,MD,10.5,8,10,85,0,85,0,NOT_EATEN,0,NO,one,PMEA,,PLOB,,no video.ate one,N/A,N/A,N/A,,,"Only ate PMEA, complete mortality"
Y,Y,Y,N,N,7,C078,10/15/2020,12:45:00 PM,12,12.5,22,East of Anchor,N/A,35,dark blue,N044,N044,7,10/22/2020,10:05:00 AM,10/29/2020,10:53:00 AM,7,PMEA_PLOB,PMEA_PLOB,2,PMEA,POSP,SOUTH,BR,10.5,7,4,65,0,0,1,FIRST,2,YES,one,PMEA,,PLOB,,no video.ate one,N/A,N/A,N/A,,,"Only ate PMEA, complete mortality"
N,Y,Y,N,N,8,C079,10/13/2020,2:30:00 PM,10.5,11,16,POGR16,N/A,28,green,N050,N,9,10/22/2020,10:17:00 AM,10/29/2020,11:04:00 AM,7,PMEA_PLOB,PMEA_PLOB,1,PLOB,PORM,NORTH,MD,6.5,5,7,60,0,60,0,NOT_EATEN,0,NO,one,PMEA,,PLOB,,no video.ate one,N/A,N/A,N/A,,,"Both of them had 1/2 of their sides pale/dead when first put in. End - Only ate PMEA, complete mortality"
N,Y,Y,N,N,8,C079,10/13/2020,2:30:00 PM,10.5,11,16,POGR16,N/A,28,green,N050,N,9,10/22/2020,10:17:00 AM,10/29/2020,11:04:00 AM,7,PMEA_PLOB,PMEA_PLOB,2,PMEA,POSP,SOUTH,BR,8,7,4,50,0,0,1,FIRST,2,YES,one,PMEA,,PLOB,,no video.ate one,N/A,N/A,N/A,,,"Both of them had 1/2 of their sides pale/dead when first put in. End - Only ate PMEA, complete mortality"
N,Y,Y,N,N,9,C080,10/13/2020,2:30:00 PM,10.5,12,20,East of Anchor,N/A,50,green/brown,PIC_05,PIC_05,9,10/22/2020,10:22:00 AM,10/29/2020,10:34:00 AM,7,PMEA_PLOB,PMEA_PLOB,1,PLOB,PORM,SOUTH,MD,7,5.5,2,90,0,90,0,NOT_EATEN,0,NO,one,PMEA,,PLOB,,no video.ate one,N/A,N/A,N/A,,,"Only ate PMEA, complete mortality"
N,Y,Y,N,N,9,C080,10/13/2020,2:30:00 PM,10.5,12,20,East of Anchor,N/A,50,green/brown,PIC_05,PIC_05,9,10/22/2020,10:22:00 AM,10/29/2020,10:34:00 AM,7,PMEA_PLOB,PMEA_PLOB,2,PMEA,POSP,NORTH,BR,7.5,4,7,95,0,0,1,FIRST,2,YES,one,PMEA,,PLOB,,no video.ate one,N/A,N/A,N/A,,,"Only ate PMEA, complete mortality"
N,Y,Y,N,N,10,C081,10/13/2020,2:30:00 PM,11,11,17.5,East of Anchor,N/A,50,green,N095,N095,9,10/22/2020,10:26:00 AM,10/29/2020,11:11:00 AM,7,PMEA_PLOB,PMEA_PLOB,1,PLOB,PORM,NORTH,MD,6,4,4.5,100,0,100,0,NOT_EATEN,0,NO,one,PMEA,,PLOB,,no video.ate one,N/A,N/A,N/A,,,"PLOB - some pale but polyps still there, PMEA - some old dead and bottom white. Emd - Only ate PMEA, complete mortality"
N,Y,Y,N,N,10,C081,10/13/2020,2:30:00 PM,11,11,17.5,East of Anchor,N/A,50,green,N095,N095,9,10/22/2020,10:26:00 AM,10/29/2020,11:11:00 AM,7,PMEA_PLOB,PMEA_PLOB,2,PMEA,POSP,SOUTH,BR,6,3.8,7.5,70,0,0,1,FIRST,2,YES,one,PMEA,,PLOB,,no video.ate one,N/A,N/A,N/A,,,"PLOB - some pale but polyps still there, PMEA - some old dead and bottom white. Emd - Only ate PMEA, complete mortality"
Y,Y,Y,N,N,11,C077,10/27/2020,11:43:00 AM,9,9,14,Dagger,H5,27,green,N043,N,7,11/3/2020,10:50:00 AM,11/10/2020,10:52:00 AM,7,PMEA_PLOB,PMEA_PLOB,1,PLOB,PORM,NORTH,MD,11.5,9,12,85,0,85,0,NOT_EATEN,0,NO,one,PMEA,,PLOB,,no video.ate one,N/A,N/A,N/A,,,"ate PMEA by 11/5, only part of PMEA left alive was on the bottom"
Y,Y,Y,N,N,11,C077,10/27/2020,11:43:00 AM,9,9,14,Dagger,H5,27,green,N043,N,7,11/3/2020,10:50:00 AM,11/10/2020,10:52:00 AM,7,PMEA_PLOB,PMEA_PLOB,2,PMEA,POSP,SOUTH,BR,12,7,10,90,0,5,0.94,FIRST,2,YES,one,PMEA,,PLOB,,no video.ate one,N/A,N/A,N/A,,,"ate PMEA by 11/5, only part of PMEA left alive was on the bottom"
Y,Y,Y,N,N,12,C078,10/27/2020,11:44:00 AM,11,11.5,17,Back 40,B6,32,brown/green,N040,N040,7,11/3/2020,10:55:00 AM,11/10/2020,10:58:00 AM,7,PMEA_FSCU,PMEA_FSCU,1,FSCU,FSCU,SOUTH,FR,12,8,2,100,0,100,0,NOT_EATEN,0,NO,one,PMEA,,FSCU,,no video.ate one,N/A,N/A,N/A,,,"PMEA was pale to begin with, ate PMEA by 11/5"
Y,Y,Y,N,N,12,C078,10/27/2020,11:44:00 AM,11,11.5,17,Back 40,B6,32,brown/green,N040,N040,7,11/3/2020,10:55:00 AM,11/10/2020,10:58:00 AM,7,PMEA_FSCU,PMEA_FSCU,2,PMEA,POSP,NORTH,BR,8,4,9,80,0,0,1,FIRST,2,YES,one,PMEA,,FSCU,,no video.ate one,N/A,N/A,N/A,,,"PMEA was pale to begin with, ate PMEA by 11/5"
Y,Y,Y,N,N,13,C079,10/27/2020,11:41:00 AM,10.5,10.5,15,Stump,H7,29,purple/green,N038,N,7,11/3/2020,11:00:00 AM,11/10/2020,11:08:00 AM,7,PMEA_PLOB,PMEA_PLOB,1,PLOB,PORM,NORTH,MD,10.5,4.5,9,70,0,70,0,NOT_EATEN,0,NO,one,PMEA,,PLOB,,no video.ate one,N/A,N/A,N/A,,,"ate PMEA by 11/5, cushion dead when I came on 11/10 (had some gashes going through it)"
Y,Y,Y,N,N,13,C079,10/27/2020,11:41:00 AM,10.5,10.5,15,Stump,H7,29,purple/green,N038,N,7,11/3/2020,11:00:00 AM,11/10/2020,11:08:00 AM,7,PMEA_PLOB,PMEA_PLOB,2,PMEA,POSP,SOUTH,BR,5,4.5,9,90,0,5,0.94,FIRST,2,YES,one,PMEA,,PLOB,,no video.ate one,N/A,N/A,N/A,,,"ate PMEA by 11/5, cushion dead when I came on 11/10 (had some gashes going through it)"
N,Y,Y,N,N,14,C080,11/3/2020,11:30:00 AM,11.5,11.5,17,East of Anchor,F11,35,purple/green,N037,N,0,11/3/2020,11:30:00 AM,11/10/2020,11:15:00 AM,7,PMEA_PLOB,PMEA_PLOB,1,PLOB,PORM,NORTH,MD,6.5,4,3.5,95,0,95,0,NOT_EATEN,0,NO,one,PMEA,,PLOB,,no video.ate one,N/A,N/A,N/A,,,"no starvation time - had one cushion escape so just grabbed new one from the reef, ate PMEA by 11/5"
N,Y,Y,N,N,14,C080,11/3/2020,11:30:00 AM,11.5,11.5,17,East of Anchor,F11,35,purple/green,N037,N,0,11/3/2020,11:30:00 AM,11/10/2020,11:15:00 AM,7,PMEA_PLOB,PMEA_PLOB,2,PMEA,POSP,SOUTH,BR,6,5,6,70,0,0,1,FIRST,2,YES,one,PMEA,,PLOB,,no video.ate one,N/A,N/A,N/A,,,"no starvation time - had one cushion escape so just grabbed new one from the reef, ate PMEA by 11/5"
Y,Y,Y,N,N,15,C081,10/27/2020,11:41:00 AM,8.5,9.5,13,Dagger,G6,29,green,N039,N,7,11/3/2020,11:25:00 AM,11/10/2020,11:20:00 AM,7,PMEA_FSCU,PMEA_FSCU,1,FSCU,FSCU,NORTH,FR,8,6,2,90,0,90,0,NOT_EATEN,0,NO,one,PMEA,,FSCU,,no video.ate one,N/A,N/A,N/A,,,ate PMEA by 11/5
Y,Y,Y,N,N,15,C081,10/27/2020,11:41:00 AM,8.5,9.5,13,Dagger,G6,29,green,N039,N,7,11/3/2020,11:25:00 AM,11/10/2020,11:20:00 AM,7,PMEA_FSCU,PMEA_FSCU,2,PMEA,POSP,SOUTH,BR,4.5,2,9,80,0,0,1,FIRST,2,YES,one,PMEA,,FSCU,,no video.ate one,N/A,N/A,N/A,,,ate PMEA by 11/5
Y,Y,Y,N,N,16,C077,11/5/2020,10:30:00 AM,8.5,9,12,Trios,K12,29,brown/red,N032,N,7,11/12/2020,10:18:00 AM,11/19/2020,9:50:00 AM,7,PMEA_MPAT,PMEA_MPAT,1,MPAT,MPAT,NORTH,EF,10,7.5,5,60,0,60,0,NOT_EATEN,0,NO,one,PMEA,,MPAT,,no video.ate one,N/A,N/A,N/A,,,ate pocillopora by 11/15
Y,Y,Y,N,N,16,C077,11/5/2020,10:30:00 AM,8.5,9,12,Trios,K12,29,brown/red,N032,N,7,11/12/2020,10:18:00 AM,11/19/2020,9:50:00 AM,7,PMEA_MPAT,PMEA_MPAT,2,PMEA,POSP,SOUTH,BR,13,9,10,50,0,5,0.9,FIRST,2,YES,one,PMEA,,MPAT,,no video.ate one,N/A,N/A,N/A,,,ate pocillopora by 11/15
Y,Y,Y,N,N,17,C078,11/5/2020,10:30:00 AM,11.5,12,20,Trios,K12,29,brown/red,N035,N,7,11/12/2020,10:25:00 AM,11/19/2020,9:51:00 AM,7,PMEA_PCOM,PMEA_PCOM,1,PCOM,PCOM,SOUTH,KN,8.5,3,7.5,70,0,70,0,NOT_EATEN,0,NO,one,PMEA,,PCOM,,no video.ate one,N/A,N/A,N/A,,,ate pocillopora by 11/15
Y,Y,Y,N,N,17,C078,11/5/2020,10:30:00 AM,11.5,12,20,Trios,K12,29,brown/red,N035,N,7,11/12/2020,10:25:00 AM,11/19/2020,9:51:00 AM,7,PMEA_PCOM,PMEA_PCOM,2,PMEA,POSP,NORTH,BR,9.5,6,7.5,65,0,0,1,FIRST,2,YES,one,PMEA,,PCOM,,no video.ate one,N/A,N/A,N/A,,,ate pocillopora by 11/15
Y,Y,Y,N,N,18,C079,11/5/2020,10:30:00 AM,12.5,12.5,21,Trios,M11,33,green,N033,N,7,11/12/2020,10:40:00 AM,11/19/2020,9:52:00 AM,7,PMEA_MCAP,PMEA_MCAP,1,MCAP,MCAP,NORTH,EF,8,8.5,4.5,45,0,45,0,NOT_EATEN,0,NO,one,PMEA,,MCAP,,no video.ate one,N/A,N/A,N/A,,,ate pocillopora by 11/15
Y,Y,Y,N,N,18,C079,11/5/2020,10:30:00 AM,12.5,12.5,21,Trios,M11,33,green,N033,N,7,11/12/2020,10:40:00 AM,11/19/2020,9:52:00 AM,7,PMEA_MCAP,PMEA_MCAP,2,PMEA,POSP,SOUTH,BR,9,11,9,35,0,0,1,FIRST,2,YES,one,PMEA,,MCAP,,no video.ate one,N/A,N/A,N/A,,,ate pocillopora by 11/15
Y,Y,Y,N,N,19,C080,11/5/2020,10:30:00 AM,11.5,11.5,17,Circle,M11,32,green,N031,N,7,11/12/2020,10:45:00 AM,11/19/2020,9:53:00 AM,7,PMEA_MCAP,PMEA_MCAP,1,MCAP,MCAP,NORTH,EF,7.5,6,3.5,40,0,40,0,NOT_EATEN,0,NO,one,PMEA,,MCAP,,no video.ate one,N/A,N/A,N/A,,,ate pocillopora by 11/15
Y,Y,Y,N,N,19,C080,11/5/2020,10:30:00 AM,11.5,11.5,17,Circle,M11,32,green,N031,N,7,11/12/2020,10:45:00 AM,11/19/2020,9:53:00 AM,7,PMEA_MCAP,PMEA_MCAP,2,PMEA,POSP,SOUTH,BR,8.5,1.5,7,55,0,0,1,FIRST,2,YES,one,PMEA,,MCAP,,no video.ate one,N/A,N/A,N/A,,,ate pocillopora by 11/15
Y,Y,Y,N,N,20,C081,11/5/2020,10:30:00 AM,12.5,12,21,Trios,I12,34,blue/green,N036,N,7,11/12/2020,10:52:00 AM,11/19/2020,9:54:00 AM,7,PMEA_MPAT,PMEA_MPAT,1,MPAT,MPAT,NORTH,EF,12,6.5,4,30,0,0,1,SECOND,1,YES,both,PMEA,MPAT,,,brush checked,N/A,N/A,N/A,,,ate pocillopora by 11/15
Y,Y,Y,N,N,20,C081,11/5/2020,10:30:00 AM,12.5,12,21,Trios,I12,34,blue/green,N036,N,7,11/12/2020,10:52:00 AM,11/19/2020,9:54:00 AM,7,PMEA_MPAT,PMEA_MPAT,2,PMEA,POSP,SOUTH,BR,8,3,6.5,80,0,0,1,FIRST,2,YES,both,PMEA,MPAT,,,brush checked,N/A,N/A,N/A,,,ate pocillopora by 11/15
Y,Y,Y,N,N,21,C077,11/17/2020,11:56:00 AM,11.5,10,18,East of Anchor,G13,38,green,N028,N028,7,11/24/2020,11:43:00 AM,12/1/2020,2:07:00 PM,7,PMEA_PCOM,PMEA_PCOM,1,PCOM,PCOM,NORTH,KN,13.5,6.5,10,75,0,75,0,NOT_EATEN,0,NO,one,PMEA,,PCOM,,no video.ate one,N/A,N/A,N/A,,,
Y,Y,Y,N,N,21,C077,11/17/2020,11:56:00 AM,11.5,10,18,East of Anchor,G13,38,green,N028,N028,7,11/24/2020,11:43:00 AM,12/1/2020,2:07:00 PM,7,PMEA_PCOM,PMEA_PCOM,2,PMEA,POSP,SOUTH,BR,14,7.5,9.5,80,0,5,0.94,FIRST,2,YES,one,PMEA,,PCOM,,no video.ate one,N/A,N/A,N/A,,,
Y,Y,Y,N,N,22,C078,11/17/2020,11:56:00 AM,10.5,10.5,15,East of Anchor,G13,38,blue/green,N027,N027,7,11/24/2020,11:48:00 AM,12/1/2020,2:18:00 PM,7,PGRA_PCOM,PMEA_PCOM,1,PCOM,PCOM,NORTH,KN,8.5,7.5,12.5,35,0,35,0,NOT_EATEN,0,NO,one,PGRA,,PCOM,,no video.ate one,N/A,N/A,N/A,,,
Y,Y,Y,N,N,22,C078,11/17/2020,11:56:00 AM,10.5,10.5,15,East of Anchor,G13,38,blue/green,N027,N027,7,11/24/2020,11:48:00 AM,12/1/2020,2:18:00 PM,7,PGRA_PCOM,PMEA_PCOM,2,PGRA,POSP,SOUTH,BR,10,7.5,11.5,65,0,0,1,FIRST,2,YES,one,PGRA,,PCOM,,no video.ate one,N/A,N/A,N/A,,,
Y,Y,Y,N,N,23,C079,11/17/2020,11:56:00 AM,11,11,16,POGR44,G15,41,green/brown,N026,N,7,11/24/2020,2:12:00 PM,12/1/2020,2:24:00 PM,7,PMEA_PCOM,PMEA_PCOM,1,PCOM,PCOM,NORTH,KN,7.5,4.5,8,20,0,20,0,NOT_EATEN,0,NO,one,PMEA,,PCOM,,no video.ate one,N/A,N/A,N/A,,,
Y,Y,Y,N,N,23,C079,11/17/2020,11:56:00 AM,11,11,16,POGR44,G15,41,green/brown,N026,N,7,11/24/2020,2:12:00 PM,12/1/2020,2:24:00 PM,7,PMEA_PCOM,PMEA_PCOM,2,PMEA,POSP,SOUTH,BR,7,5.5,4.5,70,0,0,1,FIRST,2,YES,one,PMEA,,PCOM,,no video.ate one,N/A,N/A,N/A,,,
Y,Y,Y,N,N,24,C080,11/17/2020,11:56:00 AM,10.5,11,17,POGR44,F16,44,blue,N080,N080,7,11/24/2020,2:30:00 PM,12/1/2020,2:30:00 PM,7,PMEA_PCOM,PMEA_PCOM,1,PCOM,PCOM,NORTH,KN,9.5,5.5,11,35,0,35,0,NOT_EATEN,0,NO,one,PMEA,,PCOM,,no video.ate one,N/A,N/A,N/A,,,
Y,Y,Y,N,N,24,C080,11/17/2020,11:56:00 AM,10.5,11,17,POGR44,F16,44,blue,N080,N080,7,11/24/2020,2:30:00 PM,12/1/2020,2:30:00 PM,7,PMEA_PCOM,PMEA_PCOM,2,PMEA,POSP,SOUTH,BR,7.5,3.5,9,75,0,0,1,FIRST,2,YES,one,PMEA,,PCOM,,no video.ate one,N/A,N/A,N/A,,,
Y,Y,Y,N,N,25,C081,11/17/2020,11:56:00 AM,12,11.5,17,East of Anchor,D11,46,green/blue,N029,N,7,11/24/2020,2:40:00 PM,12/1/2020,2:30:00 PM,7,PMEA_PCOM,PMEA_PCOM,1,PCOM,PCOM,NORTH,KN,8.5,4.5,8.5,70,0,70,0,NOT_EATEN,0,NO,one,PMEA,,PCOM,,no video.ate one,N/A,N/A,N/A,,,
Y,Y,Y,N,N,25,C081,11/17/2020,11:56:00 AM,12,11.5,17,East of Anchor,D11,46,green/blue,N029,N,7,11/24/2020,2:40:00 PM,12/1/2020,2:30:00 PM,7,PMEA_PCOM,PMEA_PCOM,2,PMEA,POSP,SOUTH,BR,5,4.5,4.5,90,0,0,1,FIRST,2,YES,one,PMEA,,PCOM,,no video.ate one,N/A,N/A,N/A,,,
N,Y,Y,N,N,26,C077,12/17/2020,2:09:00 PM,10,11,17,Circle,N12,25,green/brown,PIC_05,PIC_05,6,12/23/2020,11:32:00 AM,12/30/2020,10:14:00 AM,7,PCOM_MCAP,PCOM_MCAP,1,MCAP,MCAP,NORTH,EF,6,3,1.5,50,0,0,1,FIRST,2,YES,one,MCAP,,PCOM,,no video.ate one,N/A,N/A,N/A,,,
N,Y,Y,N,N,26,C077,12/17/2020,2:09:00 PM,10,11,17,Circle,N12,25,green/brown,PIC_05,PIC_05,6,12/23/2020,11:32:00 AM,12/30/2020,10:14:00 AM,7,PCOM_MCAP,PCOM_MCAP,2,PCOM,PCOM,SOUTH,KN,8.5,7.5,5,40,0,40,0,NOT_EATEN,0,NO,one,MCAP,,PCOM,,no video.ate one,N/A,N/A,N/A,,,
N,Y,Y,N,N,27,C078,12/17/2020,2:09:00 PM,11,11,18,Circle,N11,25,green/black,PIC_03,PIC_03,6,12/23/2020,11:41:00 AM,12/30/2020,10:19:00 AM,7,PLOB_MCAP,PLOB_MCAP,1,MCAP,MCAP,NORTH,EF,16,10.5,7.5,25,0,25,0,NOT_EATEN,0,NO,none,,,MCAP,PLOB,no video.didn't eat,N/A,N/A,N/A,,,
N,Y,Y,N,N,27,C078,12/17/2020,2:09:00 PM,11,11,18,Circle,N11,25,green/black,PIC_03,PIC_03,6,12/23/2020,11:41:00 AM,12/30/2020,10:19:00 AM,7,PLOB_MCAP,PLOB_MCAP,2,PLOB,PORM,SOUTH,MD,9.5,7.5,2.5,25,0,25,0,NOT_EATEN,0,NO,none,,,MCAP,PLOB,no video.didn't eat,N/A,N/A,N/A,,,
N,Y,Y,N,N,28,C079,12/17/2020,2:09:00 PM,11.5,12,18,POGR44,F17,39,red/brown,PIC_01,N,6,12/23/2020,1:57:00 PM,12/30/2020,10:24:00 AM,7,PCOM_MPAT,PCOM_MPAT,1,MPAT,MPAT,NORTH,EF,8,5.5,2.5,50,0,50,0,NOT_EATEN,0,NO,none,,,MPAT,PCOM,no video.didn't eat,N/A,N/A,N/A,,,
N,Y,Y,N,N,28,C079,12/17/2020,2:09:00 PM,11.5,12,18,POGR44,F17,39,red/brown,PIC_01,N,6,12/23/2020,1:57:00 PM,12/30/2020,10:24:00 AM,7,PCOM_MPAT,PCOM_MPAT,2,PCOM,PCOM,SOUTH,KN,9.5,5,11.5,50,0,50,0,NOT_EATEN,0,NO,none,,,MPAT,PCOM,no video.didn't eat,N/A,N/A,N/A,,,
N,Y,Y,N,N,29,C080,12/17/2020,2:09:00 PM,12.5,12.5,18,POGR44,F17,39,green/brown,PIC_02,N,6,12/23/2020,2:09:00 PM,12/30/2020,10:20:00 AM,7,PLOB_MPAT,PLOB_MPAT,1,MPAT,MPAT,NORTH,EF,12,10,5.5,50,0,0,1,FIRST,2,YES,both,MPAT,PLOB,,,checked mid week,N/A,N/A,N/A,,,
N,Y,Y,N,N,29,C080,12/17/2020,2:09:00 PM,12.5,12.5,18,POGR44,F17,39,green/brown,PIC_02,N,6,12/23/2020,2:09:00 PM,12/30/2020,10:20:00 AM,7,PLOB_MPAT,PLOB_MPAT,2,PLOB,PORM,SOUTH,MD,10.5,10.5,5.5,35,0,10,0.71,SECOND,1,YES,both,MPAT,PLOB,,,checked mid week,N/A,N/A,N/A,,,
N,Y,Y,N,N,30,C081,12/17/2020,2:09:00 PM,13,13,19,Circle,N12,25,green/yellow,PIC_06,N,6,12/23/2020,2:20:00 PM,12/30/2020,10:15:00 AM,7,PLOB_MCAP,PLOB_MCAP,1,MCAP,MCAP,NORTH,EF,16,8.5,5,15,0,15,0,NOT_EATEN,0,NO,none,,,MCAP,PLOB,no video.didn't eat,N/A,N/A,N/A,,,
N,Y,Y,N,N,30,C081,12/17/2020,2:09:00 PM,13,13,19,Circle,N12,25,green/yellow,PIC_06,N,6,12/23/2020,2:20:00 PM,12/30/2020,10:15:00 AM,7,PLOB_MCAP,PLOB_MCAP,2,PLOB,PORM,SOUTH,MD,6.5,6.5,2,50,0,50,0,NOT_EATEN,0,NO,none,,,MCAP,PLOB,no video.didn't eat,N/A,N/A,N/A,,,
Y,Y,Y,N,N,31,C077,12/29/2020,11:11:00 AM,12,11.5,18,East of Anchor,A14,46,green/brown/red,PIC_08,N,7,1/5/2021,11:07:00 AM,1/12/2021,11:36:00 AM,7,PMEA_FSCU,PMEA_FSCU,1,FSCU,FSCU,NORTH,FR,13,7,4,100,0,100,0,NOT_EATEN,0,NO,one,PMEA,,FSCU,,no video.ate one,N/A,N/A,N/A,,,
Y,Y,Y,N,N,31,C077,12/29/2020,11:11:00 AM,12,11.5,18,East of Anchor,A14,46,green/brown/red,PIC_08,N,7,1/5/2021,11:07:00 AM,1/12/2021,11:36:00 AM,7,PMEA_FSCU,PMEA_FSCU,2,PMEA,POSP,SOUTH,BR,13,9,12,40,1,0,1,FIRST,2,YES,one,PMEA,,FSCU,,no video.ate one,N/A,N/A,N/A,,,
Y,Y,Y,N,N,32,C078,12/29/2020,12:05:00 PM,13,12.5,19,Dagger,F7,34,yellow/brown,PIC_11,N,7,1/5/2021,11:13:00 AM,1/12/2021,11:39:00 AM,7,PMEA_FSCU,PMEA_FSCU,1,FSCU,FSCU,SOUTH,FR,9,6.5,2,90,0,90,0,NOT_EATEN,0,NO,one,PMEA,,FSCU,,no video.ate one,N/A,N/A,N/A,,,
Y,Y,Y,N,N,32,C078,12/29/2020,12:05:00 PM,13,12.5,19,Dagger,F7,34,yellow/brown,PIC_11,N,7,1/5/2021,11:13:00 AM,1/12/2021,11:39:00 AM,7,PMEA_FSCU,PMEA_FSCU,2,PMEA,POSP,NORTH,BR,9,7,8,85,0,0,1,FIRST,2,YES,one,PMEA,,FSCU,,no video.ate one,N/A,N/A,N/A,,,
